frame,fps,timecode,physical_simulation_time_s,camera,phase,voiceover_cue,foley_cue,timing_distinction
532,30,00:00:17:21,17.7,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
533,30,00:00:17:22,17.733333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
534,30,00:00:17:23,17.766666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
535,30,00:00:17:24,17.8,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
536,30,00:00:17:25,17.833333333333332,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
537,30,00:00:17:26,17.866666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
538,30,00:00:17:27,17.9,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
539,30,00:00:17:28,17.933333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
540,30,00:00:17:29,17.966666666666665,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
541,30,00:00:18:00,18.0,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
542,30,00:00:18:01,18.033333333333335,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
543,30,00:00:18:02,18.066666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
544,30,00:00:18:03,18.1,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
545,30,00:00:18:04,18.133333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
546,30,00:00:18:05,18.166666666666668,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
547,30,00:00:18:06,18.2,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
548,30,00:00:18:07,18.233333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
549,30,00:00:18:08,18.266666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
550,30,00:00:18:09,18.3,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
551,30,00:00:18:10,18.333333333333332,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
552,30,00:00:18:11,18.366666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
553,30,00:00:18:12,18.4,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
554,30,00:00:18:13,18.433333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
555,30,00:00:18:14,18.466666666666665,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
556,30,00:00:18:15,18.5,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
557,30,00:00:18:16,18.533333333333335,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
558,30,00:00:18:17,18.566666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
559,30,00:00:18:18,18.6,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
560,30,00:00:18:19,18.633333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
561,30,00:00:18:20,18.666666666666668,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
562,30,00:00:18:21,18.7,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
563,30,00:00:18:22,18.733333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
564,30,00:00:18:23,18.766666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
565,30,00:00:18:24,18.8,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
566,30,00:00:18:25,18.833333333333332,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
567,30,00:00:18:26,18.866666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
568,30,00:00:18:27,18.9,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
569,30,00:00:18:28,18.933333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
570,30,00:00:18:29,18.966666666666665,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
571,30,00:00:19:00,19.0,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
572,30,00:00:19:01,19.033333333333335,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
573,30,00:00:19:02,19.066666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
574,30,00:00:19:03,19.1,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
575,30,00:00:19:04,19.133333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
576,30,00:00:19:05,19.166666666666668,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
577,30,00:00:19:06,19.2,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
578,30,00:00:19:07,19.233333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
579,30,00:00:19:08,19.266666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
580,30,00:00:19:09,19.3,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
581,30,00:00:19:10,19.333333333333332,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
582,30,00:00:19:11,19.366666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
583,30,00:00:19:12,19.4,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
584,30,00:00:19:13,19.433333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
585,30,00:00:19:14,19.466666666666665,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
586,30,00:00:19:15,19.5,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
587,30,00:00:19:16,19.533333333333335,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
588,30,00:00:19:17,19.566666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
589,30,00:00:19:18,19.6,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
590,30,00:00:19:19,19.633333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
591,30,00:00:19:20,19.666666666666668,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
592,30,00:00:19:21,19.7,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
593,30,00:00:19:22,19.733333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
594,30,00:00:19:23,19.766666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
595,30,00:00:19:24,19.8,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
596,30,00:00:19:25,19.833333333333332,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
597,30,00:00:19:26,19.866666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
598,30,00:00:19:27,19.9,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
599,30,00:00:19:28,19.933333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
